date_dt,mean_red,mean_nir,days
2000-06-27,0.376962824117463,0.366885329952037,178
2000-06-28,0.2454350846242901,0.2258176488964845,179
2000-06-29,0.4869231306393222,0.4837722954223863,180
2000-06-30,0.4660810040979842,0.4589757796276898,181
2000-07-01,0.3089713508646194,0.2971704246834629,182
2000-07-02,0.448235294117647,0.4288235294117646,183
2000-07-03,0.4502828160317548,0.4445474575959717,184
2000-07-04,0.5033610085083704,0.489595824834151,185
2000-07-05,0.191827076097543,0.1596917691162688,186
2000-07-06,0.4145779443923773,0.4030478526930922,187
2000-07-07,0.4222279802267673,0.4121753679916203,188
2000-07-08,0.3024392377382067,0.2901757355238252,189
2000-07-09,0.5431984490140948,0.5334924012716613,190
2000-07-10,0.423944906922469,0.4227013065769887,191
2000-07-11,0.4537163018909531,0.4393439366374478,192
2000-07-12,0.1905914144476909,0.1591914107723689,193
2000-07-13,0.4280404652957714,0.420447617472481,194
2000-07-14,0.288410423213334,0.2724868331587554,195
2000-07-15,0.4179996692210154,0.4135222081334876,196
2000-07-16,0.3292009666096992,0.3246421890218131,197
2000-07-17,0.2616920998952532,0.2436178583898413,198
2000-07-18,,,199
2000-07-19,0.338931620633258,0.3370294944594519,200
2000-07-20,0.522431997353768,0.514753349137218,201
2000-07-21,0.377897660657515,0.3724332102100445,202
2000-07-22,0.4165774849771209,0.4063447819615194,203
2000-07-23,0.3399767903412536,0.3353606225995553,204
2000-07-24,0.2729961041586269,0.2545482110369921,205
2000-07-25,0.5018299796019626,0.4997319036330557,206
2000-07-26,0.3316231692302038,0.3294058474373816,207
2000-07-27,0.3706058217101273,0.3598382858297956,208
2000-07-28,0.413002425712553,0.412810500395097,209
2000-07-29,0.2884218167116893,0.2809151184372531,210
2000-07-30,0.2969166069426834,0.2844721686237756,211
2000-07-31,0.4442111288751677,0.4382669018872778,212
2000-08-01,0.4989334399176727,0.4955752430306706,213
2000-08-02,0.4714838624820412,0.4616802242052651,214
2000-08-03,0.17107696062162,0.1563221139766892,215
2000-08-04,0.1788050057886322,0.1500143888858261,216
2000-08-05,0.2547609754304721,0.2425628939485822,217
2000-08-18,,,230
2000-08-19,,,231
2000-08-20,0.3481590311851075,0.3417892202804271,232
2000-08-21,0.289077843321021,0.2756613558263041,233
2000-08-22,0.2591381737324733,0.256225903669809,234
2000-08-23,0.4375734237462557,0.4301185842659462,235
2000-08-24,0.226068893911829,0.1927594869250418,236
2000-08-25,0.427995975522355,0.4200673686531782,237
2000-08-26,0.3511453957403016,0.3418958046198797,238
2000-08-27,0.2981769116268813,0.2938810482018486,239
2000-08-28,0.381548578569197,0.369105059080802,240
2000-08-29,0.4833669809067017,0.4750998768767113,241
2000-08-30,0.5282880349890656,0.5127126816987339,242
2000-08-31,0.3429164599298013,0.339563390117059,243
2000-09-01,0.53945928661999,0.5317752356800263,244
2000-09-02,0.4408336181707922,0.4390669459911424,245
2000-09-03,0.2081056838855504,0.1740048146718856,246
2000-09-04,,,247
2000-09-05,0.4016907216494844,0.3991861918150577,248
2000-09-06,0.2677758237315544,0.2493326901519745,249
2000-09-07,0.4646583971920539,0.4620121653159856,250
2000-09-08,0.4756526636896558,0.4665294301413162,251
2000-09-09,0.3463620559751548,0.3406006027528162,252
2000-09-10,0.4124933017255635,0.4123076979620338,253
2000-09-11,0.1961997905066431,0.1784781777753275,254
2000-09-12,0.1604116176930003,0.136709759817704,255
2000-09-13,0.142718047668927,0.1326637264090266,256
2000-09-14,0.2397491960233015,0.2344760277119282,257
2000-09-15,0.3294657919400187,0.3230464744473234,258
2000-09-16,0.4907238179245456,0.4877485895951633,259
2000-09-17,0.4963434404689711,0.4874739511549699,260
2000-09-18,,,261
2000-09-19,0.3735675432309755,0.3676296194204016,262
2000-09-20,,,263
2000-09-21,0.5128802580076078,0.5068067699432163,264
2000-09-22,0.4285944282117719,0.4155191943694065,265
2000-09-23,0.2193959240678463,0.2002359740522262,266
2000-09-24,0.1698928643622397,0.1422507856000882,267
2000-09-25,0.173175717147215,0.1403405920943822,268
2000-09-26,0.1768532571231617,0.1417860466452205,269
2000-09-27,0.1897613980925078,0.1667346601245934,270
2000-09-28,0.1415009280188176,0.1302083723836301,271
2000-09-29,0.2804070235404377,0.2678508186779866,272
2000-09-30,0.1955491482441149,0.1713878016061157,273
2000-10-01,0.1608896300788357,0.1437175331238399,274
2000-10-02,0.4155807376371354,0.4178258999944869,275
2000-10-03,0.1657455390778616,0.1370270319936784,276
2000-10-04,0.1651352221234066,0.1533997586075467,277
2000-10-05,0.153381222779646,0.121021794659757,278
2000-10-06,0.2387261701306577,0.2332551224801073,279
2000-10-07,0.1455913776944704,0.1295652645313044,280
2000-10-08,0.160446955914512,0.1538492199128948,281
2000-10-09,0.1968543837403752,0.1878370913501295,282
2000-10-10,0.2031203667971405,0.1846592976459562,283
2000-10-11,0.1575451948883362,0.1461664984118385,284
2000-10-12,0.15667278607788,0.1227251594170939,285
2000-10-13,0.1860346031571015,0.1701675395556535,286
2000-10-14,0.2235542385651543,0.2071952331073009,287
2000-10-15,0.2211999191429149,0.2155186614477093,288
2000-10-16,0.1623879486189977,0.1374048734770384,289
2000-10-17,0.1433658415568664,0.1178509473142584,290
2000-10-18,0.1591737784843666,0.1364615368309485,291
2000-10-19,0.2089165334362423,0.1911206608229046,292
2000-10-20,0.3454283771615488,0.3445198559273755,293
2000-10-21,0.1511878457099803,0.121030376536744,294
2000-10-22,0.3984032195821159,0.3974059209438225,295
2000-10-23,0.1898297407060294,0.1634812650458496,296
2000-10-24,0.1571874965543855,0.1382696951320359,297
2000-10-25,0.2434914456879283,0.233273517466968,298
2000-10-26,0.2649812374809343,0.2571269456236102,299
2000-10-27,,,300
2000-10-28,0.1503162798390208,0.1203153977617289,301
2000-10-29,0.1850090412922431,0.1732117720565264,302
2000-10-30,0.1525669919326681,0.1180276384218167,303
2000-10-31,0.1206487678482827,0.1015190473565246,304
2000-11-01,0.1572542404028153,0.1294370141683664,305
2000-11-02,0.1494432438392414,0.1186459929801348,306
2000-11-03,0.1634220004777919,0.1445711817998051,307
2000-11-04,0.145477773489902,0.1122619769557307,308
2000-11-05,0.1603049598471066,0.1457175331238399,309
2000-11-06,0.1492267489938805,0.1193924508885091,310
2000-11-07,0.0995096936619071,0.1067929874855284,311
2000-11-08,0.1502560964404505,0.1222948343348585,312
2000-11-09,0.1371704430600731,0.1178455813440652,313
2000-11-10,0.1630832644210449,0.1370648510575738,314
2000-11-11,0.1421761949390814,0.1103676975945017,315
2000-11-12,0.1546770066920545,0.1333613524605316,316
2000-11-13,0.1464331918334343,0.1116099932006542,317
2000-11-14,0.1834217799584688,0.1707749784074829,318
2000-11-15,0.1507103111160115,0.1225135159968392,319
2000-11-16,0.1896643879669955,0.1803916974474888,320
2000-11-17,0.1727163570207839,0.1426434018780895,321
2000-11-18,0.1977255085726886,0.1745966150283918,322
2000-11-19,0.226236029182057,0.2156360696105996,323
2000-11-20,0.272882683720161,0.2664221474906738,324
2000-11-21,0.1731393111090589,0.1489283775048481,325
2000-11-22,0.1502420015803884,0.1205421835088299,326
2000-11-23,0.2055562967455022,0.2056838304206405,327
2000-11-24,0.1520192770641527,0.1235147288531157,328
2000-11-25,0.1291776099380708,0.1077993274160648,329
2000-11-26,0.166419740154731,0.1421666574783615,330
2000-11-27,0.4589266589484902,0.4662364518440928,331
2000-11-28,0.336790028851278,0.3351512211257511,332
2000-11-29,0.3801480419721776,0.3560103827847914,333
2000-11-30,0.2467715236047558,0.2283766470036937,334
2000-12-01,0.240962291195766,0.2108673392506017,335
2000-12-02,0.2032949997243508,0.1865580057702556,336
2000-12-03,0.2047590826396162,0.1771076501828472,337
2000-12-04,0.1782252788650605,0.150174982082805,338
2000-12-05,0.198264274032012,0.1750729735193046,339
2000-12-06,0.1778365951816528,0.143479317125163,340
2000-12-07,0.1874472683168861,0.1640203612841574,341
2000-12-08,0.1774117095760515,0.146518055019571,342
2000-12-09,0.1396425933072385,0.1261959497951008,343
2000-12-10,0.1725185328114375,0.1427554073175661,344
2000-12-11,0.2810224010878953,0.2672985647867394,345
2000-12-12,0.1851363544480585,0.1601980998585,346
2000-12-13,0.1552760382549456,0.1319381070913889,347
2000-12-14,0.1783965844402277,0.1553674383301707,348
2000-12-15,0.1547617656247129,0.1274746862193799,349
2000-12-16,0.2059033941599132,0.1999977029237187,350
2000-12-17,0.1571800356506238,0.1301508719701564,351
2000-12-18,0.1290072955142694,0.1199060771450098,352
2000-12-19,0.1712358270393442,0.1525119723615781,353
2000-12-20,0.1479628976239043,0.1213434588455813,354
2000-12-21,0.1781351415917819,0.1498503225095099,355
2000-12-22,0.1500341621184555,0.1165386735762721,356
2000-12-23,0.1752316187955969,0.1594666005108697,357
2000-12-24,0.1650991050590808,0.1400340518587941,358
2000-12-25,,,359
2000-12-26,0.1685601190804344,0.14233235937299,360
2000-12-27,0.141081151110866,0.1189400922505834,361
2000-12-28,0.1782010584927504,0.1525141959314185,362
2000-12-29,0.1612198393884264,0.1287728834739143,363
2000-12-30,0.1888909164415531,0.1638283440836503,364
2000-12-31,0.5777465497914253,0.5610295863425032,365
2001-01-01,0.5141271293897127,0.5000020030505172,366
2001-01-02,0.4511245902243175,0.4333028104165899,367
2001-01-03,0.5476008967785801,0.5435320212433613,368
2001-01-04,0.4855624884894469,0.4654452097683154,369
2001-01-05,0.4951094143374311,0.4815899259422607,370
2001-01-06,0.461931933035632,0.4455981035338221,371
2001-01-07,0.4616253009169927,0.4455040152893397,372
2001-01-08,0.4175243030670561,0.405272561883235,373
2001-01-09,0.4192371542229915,0.3984057792183873,374
2001-01-10,0.2793800324137168,0.2721307414637739,375
2001-01-11,0.2257218477039614,0.191759414301765,376
2001-01-12,0.1934570149686491,0.164022742923417,377
2001-01-13,0.2637785328549164,0.2514808814468486,378
2001-01-14,0.1938722228262839,0.1595391794425718,379
2001-01-15,0.2190661628791997,0.187784803015476,380
2001-01-16,0.1960129752455511,0.1574770758580697,381
2001-01-17,0.218957721720851,0.1986948823891848,382
2001-01-18,0.1993037765938168,0.1610196440868399,383
2001-01-19,0.174069877858722,0.1465570657098329,384
2001-01-20,0.206698760465369,0.1657322134029212,385
2001-01-21,0.1852671885759849,0.150847830814396,386
2001-01-22,0.2226415860244282,0.1819800478416874,387
2001-01-23,0.2073128556413322,0.1843058606067196,388
2001-01-24,0.3402803087963466,0.3272188757203437,389
2001-01-25,0.3000464928239336,0.2824362055975155,390
2001-01-26,0.1696614477093555,0.1701444034033482,391
2001-01-27,0.2130130106400573,0.1870866640939412,392
2001-01-28,0.1779004539022731,0.1559341749820828,393
2001-01-29,0.1999188488891339,0.1711068048587757,394
2001-01-30,0.3577408162890274,0.3493490453350975,395
2001-01-31,0.2064646158369626,0.1777867026848227,396
2001-02-01,0.4576772883473914,0.4550452799676571,397
2001-02-02,0.199253192936031,0.1789269897274749,398
2001-02-03,0.175687156587096,0.1442714960398404,399
2001-02-04,0.1388982670856533,0.1229923920833563,400
2001-02-05,0.196048936913097,0.1533889042027307,401
2001-02-06,0.1698686439899296,0.1333139643861293,402
2001-02-07,0.1994413326717753,0.1658604112685374,403
2001-02-08,0.1776221231561016,0.1350598745967887,404
2001-02-09,0.2149286619990076,0.1901327342558391,405
2001-02-10,0.1815168972931253,0.1440869213664847,406
2001-02-11,,,407
2001-02-12,0.1852175239355348,0.1522976643328371,408
2001-02-13,,,409
2001-02-14,0.2006347281180513,0.1751369241229763,410
2001-02-15,0.3552129481595824,0.3455353106565962,411
2001-02-16,0.5008461326423727,0.4879730415127625,412
2001-02-17,0.4407539004355257,0.428142253339949,413
2001-02-18,0.4063930021868164,0.4016304831210834,414
2001-02-19,0.4802716246761122,0.4703348402153739,415
2001-02-20,0.4166037635297793,0.4081425289891026,416
2001-02-21,0.4587052759248029,0.4526749912711101,417
2001-02-22,0.5256029182057077,0.5183775290809856,418
2001-02-23,0.4449577889262546,0.4352719738317069,419
2001-02-24,0.5389034676663541,0.540104324016392,420
2001-02-25,0.5183069445210137,0.5107616921182717,421
2001-02-26,0.6379962774826474,0.6202069293109466,422
2001-02-27,,,423
2001-02-28,0.5004326956649576,0.485748791737876,424
2001-03-01,0.3161500633993053,0.3035021592517044,425
2001-03-02,0.4448739548302919,0.4346979987871437,426
2001-03-03,0.4529933292904789,0.4414525240274179,427
2001-03-04,0.551772130032894,0.5545882352941177,428
2001-03-05,0.3803373578109782,0.3693179153573332,429
2001-03-06,0.5015398680559383,0.4910143521326056,430
2001-03-07,0.4859077126633222,0.4721347005531359,431
2001-03-08,0.364661116930371,0.3572434717092084,432
2001-03-09,0.4076899314552437,0.3956070345664037,433
2001-03-10,0.3792236617233585,0.370304776081004,434
2001-03-11,0.4347432971314111,0.4251183637466233,435
2001-03-12,0.4659084844809526,0.4530661557969015,436
2001-03-13,0.3889475347777349,0.3832356065200213,437
2001-03-14,0.4666932943749196,0.4552052299832773,438
2001-03-15,0.4878639212010951,0.4784731058308984,439
2001-03-16,0.4966532884944042,0.4857550581619714,440
2001-03-17,0.4688746531414816,0.461611738978628,441
2001-03-18,0.4427859308671922,0.4316138522888066,442
2001-03-19,0.4079109836999466,0.393732436554753,443
2001-03-20,0.3384715621956374,0.3269339177095391,444
2001-03-21,0.4470472278883436,0.4397833765183674,445
2001-03-22,0.4628360438833452,0.4585443519488394,446
2001-03-23,0.5014292535195897,0.4828021936047145,447
2001-03-24,0.4377429847290368,0.4278039950750685,448
2001-03-25,0.4084618960986456,0.4020212617380598,449
2001-03-26,0.418306172703383,0.4074709925207195,450
2001-03-27,0.4075863608798721,0.396577999522208,451
2001-03-28,0.3814232684638992,0.3655137732693828,452
2001-03-29,0.3403125735294117,0.3306573161764705,453
2001-03-30,0.4389441167282283,0.4322321149640736,454
2001-03-31,0.4125644743370638,0.4046313835749857,455
2001-04-01,0.5266992256943072,0.5082643700865167,456
2001-04-02,0.4984005733502396,0.4880781373467849,457
2001-04-03,0.4656736130253413,0.4543716853189259,458
2001-04-04,0.411267140783211,0.4006699377032912,459
2001-04-05,0.380712626568903,0.3779346160207288,460
2001-04-06,0.5203778183442408,0.5216609442060084,461
2001-04-07,0.3450949703217744,0.3429721594354705,462
2001-04-08,0.3349353143319183,0.3208548431556314,463
2001-04-09,0.2666710770531267,0.254421577815756,464
2001-04-10,0.4844544555208889,0.4723735256068793,465
2001-04-11,0.3357720381498429,0.3301158645276292,466
2001-04-12,0.2985920943822702,0.2914506863663928,467
2001-04-13,0.4509906463053824,0.4460708050792951,468
2001-04-14,0.4885133689839571,0.4571833434404689,469
2001-04-15,0.5980377708978327,0.5485690402476778,470
2001-04-16,0.4993951339698181,0.4819337850323374,471
2001-04-17,0.5701175536881419,0.5295998879551819,472
2001-04-18,0.5875882352941175,0.5667058823529411,473
2001-04-19,0.6112560359964884,0.5616346027216857,474
2001-04-20,0.5121624492346142,0.4746250987742801,475
2001-04-21,0.4684266497601852,0.4319734457981881,476
2001-04-22,0.5038900064742879,0.4809471651868295,477
2001-04-23,0.4514090817207857,0.4344329345608908,478
2001-04-24,0.4380687836521675,0.3988368892074168,479
2001-04-25,0.4677145377363689,0.4486522226510095,480
2001-04-26,0.4320546152856643,0.417096477203815,481
2001-04-27,0.4327014903430912,0.4099855192311225,482
2001-04-28,0.3849003620192219,0.3685740485510042,483
2001-04-29,0.3848028557252328,0.3672190859474061,484
2001-04-30,0.3348134590293475,0.3305108697649631,485
2001-05-01,0.3601883051252366,0.3474969770476138,486
2001-05-02,,,487
2001-05-03,0.4103368616425013,0.4031160299171215,488
2001-05-04,0.4861048936913097,0.4721537754745759,489
2001-05-05,0.4364975834757519,0.4081812852601209,490
2001-05-06,0.3062535788448462,0.2792594593601264,491
2001-05-07,0.4112139404965357,0.3936763327636584,492
2001-05-08,0.2374323281327526,0.2094255655401804,493
2001-05-09,0.4548278295385632,0.4366593895290074,494
2001-05-10,0.278885623977801,0.2661495304776081,495
2001-05-11,0.4543485491666206,0.4379946340298068,496
2001-05-12,0.2913079001047467,0.2719263649227263,497
2001-05-13,0.2739747872907362,0.240699634305456,498
2001-05-14,0.2275720455004869,0.2055842108164728,499
2001-05-15,0.4890412922432326,0.4681721704614367,500
2001-05-16,0.4481926052520352,0.4389789404046529,501
2001-05-17,0.3303612106510833,0.3164515500670746,502
2001-05-18,,,503
2001-05-19,0.2697707701637355,0.2466115919657459,504
2001-05-20,0.2969713508646195,0.288182828895382,505
2001-05-21,0.3331493283348954,0.3111068967418269,506
2001-05-22,0.2528356763511402,0.2365197824209347,507
2001-05-23,0.4054824595255158,0.3998499733539151,508
2001-05-24,,,509
2001-05-25,0.3838311924582391,0.37269406619255,510
2001-05-26,0.5522941176470587,0.5465832290362953,511
2001-05-27,0.2991145965415219,0.2920638035907896,512
2001-05-28,0.1856656927063233,0.1598489442637411,513
2001-05-29,0.4014207876215153,0.3937397320690227,514
2001-05-30,0.4193664847382251,0.4131137695940606,515
2001-05-31,0.3173313302828159,0.3090254148519764,516
2001-06-01,0.2239565760699781,0.1988505797820534,517
2001-06-02,0.2452586875424958,0.2109114798684234,518
2001-06-03,,,519
2001-06-04,0.4766393222706139,0.4847430398588675,520
2001-06-05,0.372204917580903,0.3612077292022713,521
2001-06-06,0.3850698127423416,0.3768421632945586,522
2001-06-07,0.3121619530661373,0.288034345884558,523
2001-06-08,0.3054121873679181,0.2843096642593308,524
2001-06-09,0.4886878181450649,0.4839148611647095,525
2001-06-10,0.3712838267453185,0.3630410901005199,526
2001-06-11,0.2413289780767039,0.2212056158920925,527
2001-06-12,0.4943094069867872,0.4803649594795744,528
2001-06-13,0.3100963118143227,0.3099247294044139,529
2001-06-14,0.2916970799566312,0.2851698182553245,530
2001-06-15,,,531
2001-07-03,,,549
2001-07-04,0.439962456585258,0.4447402649907196,550
2001-07-05,0.4251140084899939,0.4162357719095135,551
2001-07-06,0.2008469412132238,0.1697519341382288,552
2001-07-07,0.2474916110774206,0.2401447525589429,553
2001-07-08,0.343477332451256,0.3481854199974273,554
2001-07-09,0.1655318191006487,0.1330826579929065,555
2001-07-10,0.4423583071466637,0.4470572431409301,556
2001-07-11,0.4505538894095595,0.447712920594667,557
2001-07-12,0.4019265303122185,0.3942728559089989,558
2001-07-13,0.4417151625411177,0.4388494404322179,559
2001-07-14,0.4379237003142397,0.4238863039123802,560
2001-07-15,0.4429815131300879,0.4450957788926253,561
2001-07-16,0.4218563500376719,0.4064739879081904,562
2001-07-17,0.3341737508499181,0.3279579543157469,563
2001-07-18,0.3740976716834812,0.3659654152195086,564
2001-07-19,0.3674086774353601,0.3670857820166491,565
2001-07-20,0.4238502490030689,0.4174552988955656,566
2001-07-21,,,567
2001-07-22,0.2092725067534042,0.1815938585368543,568
2001-07-23,0.439106529209622,0.4360108605766579,569
2001-07-24,0.1716554753110241,0.1478137898083319,570
2001-07-25,0.5304005549736296,0.5225911387985371,571
2001-07-26,0.4911901611628718,0.4874196298950694,572
2001-07-27,0.5380645570318098,0.5279800797544885,573
2001-07-28,0.5056501460940513,0.4978639579543157,574
2001-07-29,0.3921382656155247,0.3850448573056212,575
2001-07-30,0.4115587775878861,0.3957434073910725,576
2001-07-31,0.3812309939908484,0.3771631842990242,577
2001-08-01,0.4479038351985591,0.442146663726409,578
2001-08-02,0.4063316243085799,0.404867357627212,579
2001-08-03,0.2977514012165315,0.2777078486502379,580
2001-08-04,0.4569252255728908,0.4569773783927817,581
2001-08-05,0.262922671224066,0.2534992189940644,582
2001-08-06,,,583
2001-08-07,0.4351556315122112,0.4389463586746788,584
2001-08-08,0.2552825220059906,0.2416950217762831,585
2001-08-09,,,586
2001-08-10,0.3196405535035007,0.3125122847639524,587
2001-08-11,0.1980696657294595,0.1846395427899369,588
2001-08-12,0.2576238124115625,0.2361323299704137,589
2001-08-13,0.4088364297921604,0.4058221695426061,590
2001-08-14,0.3091190988110333,0.3011281217266663,591
2001-08-15,0.3418732748957127,0.3331023944723155,592
2001-08-16,0.1976726023117775,0.1788228678537957,593
2001-08-17,0.2999316390098682,0.2862864362239741,594
2001-08-18,0.3005722476431997,0.2834824227722954,595
2001-08-19,0.4662952202436737,0.4566181524156054,596
2001-08-20,0.4283158755535953,0.4239853538416302,597
2001-08-21,0.3565806457540841,0.3519878346840142,598
2001-08-22,,,599
2001-08-23,0.4351729055258467,0.4330325633533638,600
2001-08-24,0.372334858591984,0.3633756179135196,601
2001-08-25,0.2349689435286766,0.2232421302166601,602
2001-08-26,0.3180620578128157,0.3115806825073046,603
2001-08-27,0.4245516842163293,0.4235600823272138,604
2001-08-28,0.4110146829115901,0.4042571071540143,605
2001-08-29,0.398495892827609,0.3930118529136116,606
2001-08-30,0.4169680063215538,0.4110536780785416,607
2001-08-31,0.4946780234118014,0.4823100685447562,608
2001-09-01,0.4830009188305126,0.4874618225922045,609
2001-09-02,0.5149513754892772,0.5069636143117041,610
2001-09-03,0.5121540143705091,0.5096980906701949,611
2001-09-04,0.3992266387342191,0.3902191962070676,612
2001-09-05,0.4997149420217946,0.4866754690629766,613
2001-09-06,0.3230825477332451,0.3174424536450005,614
2001-09-07,,,615
2001-09-08,0.2039956631199808,0.1922125254975466,616
2001-09-09,0.295369333112814,0.2898479519267876,617
2001-09-10,0.4293722366172334,0.4323955381590311,618
2001-09-11,0.4726631934873291,0.4605418527298454,619
2001-09-12,0.5657398239520737,0.5658790635279417,620
2001-09-13,0.4279314184905453,0.4138145983791829,621
